Word	Reading	JLPT	Meaning
縄	なわ	JLPT N3	[Noun] 1. rope; cord 2. policeman's rope {See also 御縄}
何で	なんで	JLPT N3	[Adverb] 1. why?; what for? {Usually written using kana alone} 2. how?; by what means?
何でも	なんでも	JLPT N3	[Expression, Adverb] 1. any; whatever one likes; by all means; anything; everything {Usually written using kana alone} [Expression] 2. I am told; I understand; they say; I hear {Usually written using kana alone, at start of sentence}
何とか	なんとか	JLPT N3	[Expression] 1. something; something or other; so-and-so {Usually written using kana alone} [Adverb] 2. somehow; anyhow; one way or another {Usually written using kana alone}
似合う	にあう	JLPT N3	[Godan verb with u ending, intransitive verb] 1. to suit; to match; to become; to be like | Other forms: 似あう 【にあう】
匂い	におい	JLPT N3	[Noun] 1. odour; odor; scent; smell; stench {臭い usu. has a negative connotation} 2. aura; whiff; smacks of ...; sense; flavour; flavor | Other forms: 臭い 【におい】、匂 【におい】 [Notes] 匂: Irregular okurigana usage.
苦手	にがて	JLPT N3	[Na-adjective, Noun] 1. poor (at); weak (in); not very good (at) 2. dislike (of); difficult to deal with
握る	にぎる	JLPT N3	[Godan verb with ru ending, Transitive verb] 1. to clasp; to grasp; to grip; to clutch 2. to make (nigirizushi, rice ball, etc.); to form; to press into shape; to mold; to mould 3. to seize (power, etc.); to take hold of
日	にち	JLPT N3	[Noun] 1. Sunday {Abbreviation, See also 日曜} [Suffix] 2. day (of the month) {also んち or ち} [Suffix, Counter] 3. counter for days {also んち or ち} [Noun, Noun - used as a suffix, Noun - used as a prefix] 4. Japan {Abbreviation, See also 日本} [Place] 5. Nichi
日常	にちじょう	JLPT N3	[No-adjective, Adverbial noun, Temporal noun] 1. ordinary; regular; everyday; usual
日曜	にちよう	JLPT N3	[Adverbial noun, Noun] 1. Sunday
日光	にっこう	JLPT N3	[Noun] 1. sunlight
にっこり	にっこり	JLPT N3	[Adverb, Noun, Suru verb, Adverb taking the 'to' particle] 1. smile sweetly; smile; grin {Onomatopoeic or mimetic word, See also ニコニコ} | Other forms: ニッコリ、にこり、ニコリ
日中	にっちゅう	JLPT N3	[Adverbial noun, Temporal noun] 1. daytime; during the day [Noun] 2. Sino-Japanese {Only applies to にっちゅう} [Place] 3. Nicchuu | Other forms: 日中 【ひなか】 [Notes] にっちゅう: ichi1, news1, nf04. 日中: ichi1, news1, nf04. 日中: ichi1, news1, nf04.
日本	にほん	JLPT N3	[Noun] 1. Japan | Other forms: 日本 【にっぽん】
入学	にゅうがく	JLPT N4	[Noun, Suru verb] 1. entry to school or university; matriculation; enrolment (in university, etc.)
入場	にゅうじょう	JLPT N3	[Noun, Suru verb] 1. entrance; admission; entering
人気	にんき	JLPT N3	[Noun, No-adjective, Na-adjective] 1. popularity; public favor [Noun] 2. condition (e.g. market); tone; character; nature
人間	にんげん	JLPT N3	[Noun] 1. human being; person; man; mankind; humankind 2. character (of a person)
抜く	ぬく	JLPT N3	[Godan verb with ku ending, Transitive verb] 1. to extract; to omit; to draw out; to unplug [Suffix, Godan verb with ku ending] 2. to do something to the end [Godan verb with ku ending, Transitive verb] 3. to surpass; to overtake [Godan verb with ku ending] 4. to masturbate (of a male); to ejaculate (while masturbating) {Slang, Vulgar} 5. to take (a photo); to record (video) {Slang} [Notes] ぬく: ichi1. 抜く: ichi1.
抜ける	ぬける	JLPT N3	[Ichidan verb, intransitive verb] 1. to come out; to fall out; to be omitted; to be missing; to escape; to come loose 2. to fade; to discolour 3. to wear a hole (e.g. clothes) 4. to leave (e.g. a meeting) 5. to be clear; to be transparent (e.g. of the sky) 6. to be stupid; to be absentminded; to be careless; to be inattentive {usu. as 抜けた or 抜けている} 7. to exit (a program loop) {Computer terminology} [Ichidan verb, Transitive verb] 8. to go through; to pass through | Other forms: 脱ける 【ぬける】
布	ぬの	JLPT N3	[Noun] 1. cloth 2. bujian (spade-shaped bronze coin of ancient China) {Only applies to ふ, See also 布銭} | Other forms: 布 【ふ】、布 【にの】、布 【にぬ】 [Notes] にの: Out-dated or obsolete kana usage. にぬ: Out-dated or obsolete kana usage.
濡れる	ぬれる	JLPT N4	[Ichidan verb, intransitive verb] 1. to get wet | Other forms: 濡る 【ぬれる】 [Notes] 濡る: Irregular okurigana usage.
根	ね	JLPT N3	[Noun] 1. root (of a plant) 2. root (of a tooth, hair, etc.); center (of a pimple, etc.) 3. root root (of all evil, etc.); source; origin; cause; basis 4. one's true nature 5. (fishing) reef [Place] 6. Ne
願い	ねがい	JLPT N3	[Noun] 1. desire; wish; request; prayer; petition; application
願う	ねがう	JLPT N3	[Godan verb with u ending, Transitive verb] 1. to desire; to wish; to hope 2. to beg; to request; to implore; to pray [Auxiliary verb] 3. to have something done for oneself
鼠	ねずみ	JLPT N3	[Noun] 1. mouse; rat {Usually written using kana alone} 2. dark gray; dark grey; slate (color, colour) {See also 鼠色} | Other forms: 鼠 【ねず】、ネズミ
値段	ねだん	JLPT N4	[Noun] 1. price; cost | Other forms: 直段 【ねだん】
熱心	ねっしん	JLPT N3	[Na-adjective, Noun] 1. zeal; enthusiasm
熱帯	ねったい	JLPT N3	[Noun] 1. tropics
熱中	ねっちゅう	JLPT N3	[Noun, Suru verb] 1. going nuts (over something); enthusiasm; zeal; mania
年間	ねんかん	JLPT N3	[Counter] 1. years (period of)
年中	ねんじゅう	JLPT N3	[Noun] 1. whole year; all year round; throughout the year [Adverb] 2. always; all the time {Only applies to ねんじゅう, Only applies to ねんぢゅう} [Noun] 3. middle class (of a nursery school, etc.) {Only applies to ねんちゅう} | Other forms: 年じゅう 【ねんじゅう】、年中 【ねんちゅう】、年中 【ねんぢゅう】
年代	ねんだい	JLPT N3	[Noun] 1. age; era; period; date
年代	ねんだい	JLPT N3	[Noun] 1. age; era; period; date
年齢	ねんれい	JLPT N3	[Noun] 1. age; years | Other forms: 年令 【ねんれい】
野	の	JLPT N3	[Noun] 1. plain; field 2. hidden (structural) member {Only applies to の} [Noun - used as a prefix] 3. wild {Only applies to の, See also 野ウサギ} 4. lacking a political post {Only applies to や} | Other forms: 野 【や】、野 【ぬ】、埜 【の】、埜 【や】、埜 【ぬ】 [Notes] ぬ: Out-dated or obsolete kana usage. ぬ: Out-dated or obsolete kana usage.
ノー	ノー	JLPT N3	[Noun - used as a prefix, Noun] 1. no
能	のう	JLPT N3	[Noun, Noun - used as a suffix] 1. talent; gift; function 2. noh (theatre)
農家	のうか	JLPT N3	[Noun] 1. farmer; farming family 2. farmhouse
農業	のうぎょう	JLPT N3	[Noun, No-adjective] 1. agriculture
農民	のうみん	JLPT N3	[Noun, No-adjective] 1. farmer; peasant
能力	のうりょく	JLPT N3	[Noun] 1. ability; faculty
残す	のこす	JLPT N3	[Godan verb with su ending, Transitive verb] 1. to leave (behind, over); to bequeath; to save; to reserve | Other forms: 遺す 【のこす】
残り	のこり	JLPT N3	[Noun, No-adjective] 1. remnant; residue; remaining; left-over
乗せる	のせる	JLPT N3	[Ichidan verb, Transitive verb] 1. to place on (something) 2. to give (someone) a ride; to give a lift; to pick up; to help on board {esp. 乗せる} 3. to load (luggage); to carry; to take on board {esp. 載せる} 4. to send out (on the airwaves, etc.) 5. to deceive; to take for a ride 6. to (sing) along with (musical accompaniment) 7. to let (someone) take part 8. to excite (someone) 9. to publish (an article); to run (an ad) {Only applies to 載せる} | Other forms: 載せる 【のせる】
除く	のぞく	JLPT N3	[Godan verb with ku ending, Transitive verb] 1. to remove; to eliminate; to eradicate 2. to exclude; to except
望み	のぞみ	JLPT N3	[Noun] 1. wish; desire; hope 2. prospect; expectation; (one's) hopes
望む	のぞむ	JLPT N3	[Godan verb with mu ending, Transitive verb] 1. to desire 2. to wish for; to expect 3. to see; to command (a view of)
後	のち	JLPT N3	[Noun, No-adjective] 1. later; afterwards; since {Usually written using kana alone} 2. future {Usually written using kana alone} 3. after one's death 4. descendant {Archaism}
ノック	ノック	JLPT N3	[Noun, Suru verb] 1. knock; knocking 2. fungo hitting; hitting balls for fielding practice {Baseball term} [Wikipedia definition] 3. Knock
喉	のど	JLPT N3	[Noun] 1. throat {Usually written using kana alone} 2. singing voice | Other forms: 喉 【のんど】、喉 【のみと】、喉 【のみど】、咽 【のど】、咽 【のんど】、咽 【のみと】、咽 【のみど】、吭 【のど】、吭 【のんど】、吭 【のみと】、吭 【のみど】、ノド [Notes] のんど: Out-dated or obsolete kana usage. のみと: Out-dated or obsolete kana usage. のみど: Out-dated or obsolete kana usage. のんど: Out-dated or obsolete kana usage. のみと: Out-dated or obsolete kana usage. のみど: Out-dated or obsolete kana usage. のんど: Out-dated or obsolete kana usage. のみと: Out-dated or obsolete kana usage. のみど: Out-dated or obsolete kana usage.
伸ばす	のばす	JLPT N3	[Godan verb with su ending, Transitive verb] 1. to grow long (e.g. hair, nails) {esp. 伸ばす} 2. to lengthen; to extend; to stretch 3. to reach out; to hold out {esp. 伸ばす} 4. to straighten; to smooth out 5. to spread evenly (dough, cream, etc.) 6. to dilute; to thin out 7. to postpone {esp. 延ばす} 8. to prolong 9. to strengthen; to develop; to expand | Other forms: 延ばす 【のばす】
伸びる	のびる	JLPT N3	[Ichidan verb, intransitive verb] 1. to stretch; to extend; to lengthen; to spread 2. to make progress; to grow (beard, body height) 3. to grow stale (soba) 4. to be straightened; to be flattened; to be smoothed 5. to be exhausted 6. to be postponed; to be prolonged {Only applies to 延びる} | Other forms: 延びる 【のびる】
述べる	のべる	JLPT N3	[Ichidan verb, Transitive verb] 1. to state; to express; to mention | Other forms: 宣べる 【のべる】、陳べる 【のべる】
上る	のぼる	JLPT N5	[Godan verb with ru ending, intransitive verb] 1. to ascend; to go up; to climb 2. to ascend (as a natural process, e.g. the sun); to rise {usu. 昇る} 3. to go to (the capital) 4. to be promoted 5. to add up to 6. to advance (in price) 7. to swim up (a river); to sail up 8. to come up (on the agenda) | Other forms: 登る 【のぼる】、昇る 【のぼる】、陞る 【のぼる】 [Notes] 陞る: Out-dated kanji.
のんびり	のんびり	JLPT N3	[Adverb, Adverb taking the 'to' particle, Suru verb] 1. carefree; at leisure {Onomatopoeic or mimetic word}
場	ば	JLPT N3	[Noun] 1. place; spot; space 2. field; discipline; sphere; realm 3. occasion; situation {See also その場} 4. scene (of a play, movie, etc.) 5. session (of the stock market) 6. area in which cards are laid out (in a card game) 7. round (i.e. east, south, etc.) {, See also 東場, See also 南場, See also 西場, See also 北場} 8. field {Physics terminology} 9. field (gestalt psychology)
パーセント	パーセント	JLPT N3	[Noun] 1. percent; percentage
はあ	はあ	JLPT N3	1. yes; indeed; well 2. ha! 3. what?; huh? 4. sigh | Other forms: は
灰	はい	JLPT N3	[Noun] 1. ash; ashes
バイオリン	バイオリン	JLPT N3	[Noun] 1. violin | Other forms: ヴァイオリン
ハイキング	ハイキング	JLPT N3	[Noun] 1. hiking
配達	はいたつ	JLPT N3	[Noun, Suru verb] 1. delivery; distribution
パイプ	パイプ	JLPT N3	[Noun] 1. pipe; tube 2. channels, official or otherwise; (business) connections 3. tobacco pipe
俳優	はいゆう	JLPT N3	[Noun, No-adjective] 1. actor; actress; player; performer {See also 役者}
パイロット	パイロット	JLPT N3	[Noun] 1. pilot [Wikipedia definition] 2. Pilot
墓	はか	JLPT N3	[Noun] 1. gravesite; tomb
馬鹿	ばか	JLPT N3	[Noun] 1. fool; idiot {Usually written using kana alone} 2. trivial matter; folly; absurdity {Usually written using kana alone} [Na-adjective] 3. foolish; stupid; dull; absurd; ridiculous {Usually written using kana alone} [Noun] 4. Mactra chinensis (species of trough shell) {Abbreviation, Usually written using kana alone, See also 馬鹿貝} | Other forms: 莫迦 【ばか】、破家 【ばか】、馬稼 【ばか】、バカ [Notes] 馬鹿: Ateji (phonetic) reading. 莫迦: Ateji (phonetic) reading. 破家: Ateji (phonetic) reading. 馬稼: Ateji (phonetic) reading.
博士	はかせ	JLPT N3	[Noun, Noun - used as a suffix, No-adjective] 1. doctorate; PhD; Dr (as a title) {usu. はくし} [Noun] 2. expert; learned person {usu. はかせ} | Other forms: 博士 【はくし】
吐く	はく	JLPT N3	[Godan verb with ku ending, Transitive verb] 1. to vomit; to throw up; to spit up 2. to emit; to send forth; to breathe out 3. to give (an opinion); to make (a comment); to express; to tell 4. to confess
履く	はく	JLPT N3	[Godan verb with ku ending, Transitive verb] 1. to put on (or wear) lower-body clothing (i.e. pants, skirt, etc.); to put on (or wear) footwear {usu 履く or 穿く} 2. to affix a sword to one's hip {usu. 佩く or 帯く} 3. to affix a bowstring to a bow | Other forms: 佩く 【はく】、穿く 【はく】、着く 【はく】、帯く 【はく】
拍手	はくしゅ	JLPT N3	[Noun, Suru verb] 1. clapping hands; applause {See also 拍手 かしわで}
拍手	はくしゅ	JLPT N3	[Noun, Suru verb] 1. clapping hands; applause {See also 拍手 かしわで}
麦酒	ばくしゅ		[Noun] 1. beer {Usually written using kana alone, See also ビール, sometimes read ビール}
莫大	ばくだい	JLPT N3	[Na-adjective, Noun] 1. enormous; vast [Noun] 2. malva nut (Sterculia lychnophora) | Other forms: ばく大 【ばくだい】
爆発	ばくはつ	JLPT N3	[Noun, Suru verb] 1. explosion; detonation; eruption
博物館	はくぶつかん	JLPT N3	[Noun] 1. museum [Place] 2. Hakubutsukan
激しい	はげしい	JLPT N3	[I-adjective] 1. violent; furious; tempestuous 2. extreme; intense; fierce; strong 3. fervent; vehement 4. incessant; relentless 5. precipitous; steep {Archaism} | Other forms: 劇しい 【はげしい】、烈しい 【はげしい】
鋏	はさみ	JLPT N3	[Noun] 1. scissors; shears; clippers {Usually written using kana alone, See also 螯} 2. hole punch {Usually written using kana alone} | Other forms: 剪刀 【はさみ】、ハサミ
破産	はさん	JLPT N3	[Noun, Suru verb] 1. bankruptcy; insolvency
端	はし	JLPT N3	[Noun] 1. end (e.g. of street); tip; point; edge; margin 2. beginning; start; first 3. odds and ends; scrap; odd bit; least | Other forms: 端 【はじ】、端 【はな】
始まり	はじまり	JLPT N3	[Noun] 1. origin; beginning
パス	パス	JLPT N3	[Noun] 1. path [Noun, Suru verb] 2. pass (e.g. skipping a move, passing an examination, ticket to allow entry, etc.) 3. pass {Sports term} [Wikipedia definition] 4. Pass
外す	はずす	JLPT N3	[Godan verb with su ending, Transitive verb] 1. to unfasten; to undo 2. to remove; to take off; to deinstall 3. to leave; to step out; to slip away 4. to miss (a target) {Antonym: 当たる}
パスポート	パスポート	JLPT N3	[Noun] 1. passport
旗	はた	JLPT N3	[Noun] 1. flag 2. pataka (banner) {Buddhist term, Only applies to 幡, See also 幡 ばん} | Other forms: 幡 【はた】、旌 【はた】 [Notes] はた: ichi1, news1, nf04. 旗: ichi1, news1, nf04. はた: ichi1, news1, nf04. はた: ichi1, news1, nf04.
肌	はだ	JLPT N3	[Noun] 1. skin 2. body (in the context of intimate bodily contact) {See also 肌を許す} [Noun, Noun - used as a suffix] 3. surface; grain (e.g. of wood); texture 4. disposition; temperament; character; type {See also 肌が合う} | Other forms: 肌 【はだえ】、膚 【はだ】、膚 【はだえ】
裸	はだか	JLPT N3	[Noun, No-adjective] 1. naked; nude; bare
畑	はたけ	JLPT N3	[Noun] 1. field (for fruits, vegetables, etc.); cultivated land; vegetable plot; kitchen garden; plantation [Noun, Suffix] 2. field (of specialization); sphere; area {Only applies to はたけ, ばたけ when suf} 3. womb; birth; birthplace {Colloquialism, Only applies to はたけ} | Other forms: 畑 【はた】、畠 【はたけ】、畠 【はた】
二十歳	はたち	JLPT N5	[Noun] 1. 20 years old 2. twenty {Archaism, Only applies to 二十, Only applies to 廿} | Other forms: ２０歳 【はたち】、二十 【はたち】、廿 【はたち】
働き	はたらき	JLPT N3	[Noun] 1. work; labor; labour 2. achievement; performance; ability; talent 3. salary; income; earnings 4. action; activity; workings; function; operation; movement; motion 5. conjugation; inflection {linguistics terminology, also written as 活}
バッグ	バッグ	JLPT N3	[Noun] 1. bag | Other forms: バック [Notes] バック: Irregular kana usage.
発見	はっけん	JLPT N3	[Noun, Suru verb] 1. discovery; detection; finding
発行	はっこう	JLPT N3	[Noun, Suru verb] 1. issue (publications); publishing 2. raising an event (software)
発車	はっしゃ	JLPT N3	[Noun, Suru verb] 1. departure of a vehicle
罰する	ばっする	JLPT N3	[Suru verb - special class] 1. to punish; to penalize; to penalise
発達	はったつ	JLPT N3	[Noun, Suru verb] 1. development; growth
ばったり	ばったり	JLPT N3	[Adverb, Adverb taking the 'to' particle] 1. with a clash; with a thud; with a bang; with a flop; plump {Onomatopoeic or mimetic word} 2. unexpectedly (meeting someone) {Onomatopoeic or mimetic word} 3. suddenly (ending); abruptly (coming to a halt) {Onomatopoeic or mimetic word} | Other forms: バッタリ、ばたり、バタリ、ばったん、バッタン
発展	はってん	JLPT N3	[Noun, Suru verb] 1. development; growth; advancement; unfurling 2. expansion; extension; enlargement 3. playing around; having an active sex life {See also 発展場, recently often associated with gay sex} [Place] 4. Hatten
発表	はっぴょう	JLPT N3	[Noun, Suru verb] 1. announcement; publication; presenting; statement; communique; making known; breaking (news story); expressing (one's opinion); releasing; unveiling
発明	はつめい	JLPT N3	[Noun, Suru verb] 1. invention [Na-adjective] 2. intelligent; clever {See also 聡明} [Noun, Suru verb] 3. being enlightened; having the meaning of everything become clear {Archaism}
話し合う	はなしあう	JLPT N3	[Godan verb with u ending, Transitive verb] 1. to discuss; to talk together | Other forms: 話しあう 【はなしあう】、話合う 【はなしあう】
放す	はなす	JLPT N3	[Godan verb with su ending, Transitive verb] 1. to release; to let go; to free; to set free; to let loose; to turn loose 2. to add (pieces of eggplant, potato, etc.) to water, broth, etc.
離す	はなす	JLPT N3	[Godan verb with su ending, Transitive verb] 1. to separate; to part; to divide; to keep apart
離れる	はなれる	JLPT N3	[Ichidan verb, intransitive verb] 1. to be separated; to be apart; to be distant 2. to leave; to go away 3. to leave (a job, etc.); to quit; to give up 4. to lose connection with; to drift away from
羽	はね	JLPT N3	[Noun] 1. feather; plume; down 2. wing {翅 esp. refers to insect wings} 3. blade (of a fan, propeller, etc.) 4. shuttlecock {See also シャトルコック} 5. arrow feathers {Only applies to 羽根, See also 矢羽 やばね} [Wikipedia definition] 6. Flügel | Other forms: 羽根 【はね】、翅 【はね】、羽子 【はね】
幅	はば	JLPT N3	[Noun] 1. width; breadth 2. freedom (e.g. of thought); latitude 3. gap; difference (e.g. in price); range (e.g. of voice) | Other forms: 巾 【はば】
母親	ははおや	JLPT N3	[Noun, No-adjective] 1. mother
省く	はぶく	JLPT N3	[Godan verb with ku ending, Transitive verb] 1. to omit; to leave out; to exclude; to eliminate 2. to curtail; to save; to cut down; to economize; to economise
場面	ばめん	JLPT N3	[Noun, No-adjective] 1. scene; setting (e.g. of novel)
流行	はやり	JLPT N3	[Noun, Suru verb, No-adjective] 1. fashion; fad; vogue; craze 2. prevalence (e.g. of a disease) | Other forms: 流行り 【はやり】、流行 【りゅうこう】
原	はら	JLPT N3	[Noun] 1. field; plain; prairie; tundra; moor; wilderness
腹	はら	JLPT N3	[Noun] 1. abdomen; belly; stomach 2. womb {See also 胎 はら} 3. one's mind; one's real intentions; one's true motive 4. courage; nerve; willpower 5. generosity; magnanimity 6. feelings; emotions 7. wide middle part; bulging part 8. inside; interior; inner part 9. anti-node {Physics terminology} [Suffix, Counter] 10. counter for hard roe 11. counter for containers with bulging middles (pots, vases, etc.) | Other forms: 肚 【はら】
針	はり	JLPT N3	[Noun] 1. needle; pin {See also 鍼} 2. hook {See also 鉤 かぎ, See also 釣り針 つりばり} 3. stinger; thorn 4. hand (e.g. clock, etc.); pointer 5. staple (for a stapler) 6. needlework; sewing {See also 御針} 7. malice [Counter, Noun - used as a suffix] 8. counter for stitches | Other forms: 鉤 【はり】、鈎 【はり】、鉤 【ち】、鈎 【ち】 [Notes] ち: Out-dated or obsolete kana usage. ち: Out-dated or obsolete kana usage.
張る	はる	JLPT N5	[Godan verb with ru ending, Transitive verb] 1. to stick; to paste; to affix {esp. 貼る} [Godan verb with ru ending, intransitive verb, Transitive verb] 2. to stretch; to spread; to strain; to tighten; to put up (tent) [Godan verb with ru ending, intransitive verb] 3. to form (e.g. ice on a pond) [Godan verb with ru ending, intransitive verb, Transitive verb] 4. to fill; to swell [Godan verb with ru ending, Transitive verb] 5. to stick out; to put; to slap [Godan verb with ru ending, intransitive verb] 6. to be expensive [Godan verb with ru ending, Transitive verb] 7. to keep a watch on; to be on the lookout [Godan verb with ru ending, intransitive verb] 8. to become one tile away from completion {Mahjong term, Only applies to 張る, See also テンパる, See also 聴牌} [Godan verb with ru ending, Transitive verb] 9. to span; to generate {Mathematics} | Other forms: 貼る 【はる】
バン	バン	JLPT N3	[Noun] 1. bun 2. van (caravan) 3. value-added network; VAN {Computer terminology} 4. bang {See also ビッグバン} [Place] 5. Van (Turkey); Bang; Wend
番	ばん	JLPT N3	[Noun] 1. number (in a series) 2. (one's) turn 3. watch; guard; lookout 4. bout; match {Sumo term}
範囲	はんい	JLPT N3	[Noun] 1. extent; scope; sphere; range; span
反抗	はんこう	JLPT N3	[Noun, Suru verb] 1. opposition; resistance; insubordination; defiance; hostility; rebellion
犯罪	はんざい	JLPT N3	[Noun, No-adjective] 1. crime; offence; offense
ハンサム	ハンサム	JLPT N3	[Na-adjective, Noun] 1. handsome
判断	はんだん	JLPT N3	[Noun, Suru verb] 1. judgment; judgement; decision; conclusion; adjudication 2. divination [Noun] 3. judgement {Mathematics}
犯人	はんにん	JLPT N3	[Noun] 1. offender; criminal
販売	はんばい	JLPT N3	[Noun, Suru verb] 1. sales; selling; marketing | Other forms: ハンバイ
灯	ひ	JLPT N3	[Noun] 1. light; lamp; torch | Other forms: 灯火 【とうか】、燈火 【とうか】、灯 【ともしび】、灯火 【ともしび】、灯し火 【ともしび】、燭 【ともしび】、燈火 【ともしび】、ともし火 【ともしび】 [Notes] 灯し火: Irregular okurigana usage.
ビール	ビール	JLPT N3	[Noun] 1. beer {See also 麦酒, From Dutch; Flemish “bier”, From English , ビール is sometimes written as 麦酒} [Place] 2. Biel (Switzerland); Bir (India); Beal; Beale; Bier | Other forms: ビア、ビヤ、ビヤー、ビーア、ビアー
被害	ひがい	JLPT N3	[Noun] 1. (suffering) damage; injury; harm
比較	ひかく	JLPT N3	[Noun, Suru verb, No-adjective] 1. comparison
比較	ひかく	JLPT N3	[Noun, Suru verb, No-adjective] 1. comparison
轢く	ひく	JLPT N3	[Godan verb with ku ending, Transitive verb] 1. to run over (with a vehicle); to knock down {Usually written using kana alone}
ピクニック	ピクニック	JLPT N3	[Noun] 1. picnic [Notes] ピクニック: gai1, ichi1.
悲劇	ひげき	JLPT N3	[Noun] 1. tragedy; tragic drama; tragic play 2. tragedy; calamity; disaster
飛行	ひこう	JLPT N3	[Noun] 1. aviation; flight; flying [Suru verb] 2. to fly; to take a flight
膝	ひざ	JLPT N3	[Noun] 1. knee 2. lap; knee and thigh (while sitting) | Other forms: ヒザ
美人	びじん	JLPT N3	[Noun] 1. beautiful woman
額	ひたい	JLPT N3	[Noun] 1. forehead; brow
吃驚	びっくり	JLPT N3	[Suru verb, Adverb] 1. to be surprised; to be amazed; to be frightened; to be astonished; to get startled; to jump {Usually written using kana alone, Onomatopoeic or mimetic word} [Noun or verb acting prenominally] 2. surprise (e.g. surprise party) {Usually written using kana alone, Onomatopoeic or mimetic word} | Other forms: 喫驚 【びっくり】、ビックリ [Notes] びっくり: Gikun (meaning as reading) or jukujikun (special kanji reading). びっくり: Gikun (meaning as reading) or jukujikun (special kanji reading).
日付	ひづけ	JLPT N3	[Noun, No-adjective] 1. date; dating | Other forms: 日付け 【ひづけ】、日附 【ひづけ】 [Notes] 日付け: Irregular okurigana usage.
必死	ひっし	JLPT N3	[Na-adjective, No-adjective] 1. frantic; desperate 2. inevitable death 3. brinkmate (inevitable checkmate) {, See also 必至}
ぴったり	ぴったり	JLPT N3	[Adverb, Adverb taking the 'to' particle, Suru verb] 1. tightly; closely {Onomatopoeic or mimetic word, ぴったし is col.} 2. exactly; precisely {Onomatopoeic or mimetic word} 3. suddenly (stopping) {Onomatopoeic or mimetic word} [Adverb, Adverb taking the 'to' particle, Suru verb, Na-adjective] 4. perfectly (suited); ideally {Onomatopoeic or mimetic word} | Other forms: ピッタリ、ぴたり、ピタリ、ぴったし、ピッタシ [Notes] ぴったり: ichi1. ピッタリ: spec1.
引っ張る	ひっぱる	JLPT N3	[Godan verb with ru ending, Transitive verb] 1. to pull; to draw; to pull tight 2. to string (lines); to run (cable); to stretch 3. to pull towards oneself (e.g. someone's sleeve) 4. to drag; to haul; to tow 5. to lead (e.g. one's followers) 6. to take someone somewhere (e.g. a suspect to the police) 7. to tempt into joining; to strongly invite to join 8. to delay; to prolong 9. to lengthen the pronunciation (of a word) 10. to quote; to cite; to reference 11. to pull the ball {Baseball term} 12. to wear; to put on | Other forms: 引っぱる 【ひっぱる】、引張る 【ひっぱる】 [Notes] ひっぱる: ichi1, news1, nf19. 引っ張る: ichi1, news1, nf19. ひっぱる: ichi1, news1, nf19. ひっぱる: ichi1, news1, nf19.
否定	ひてい	JLPT N3	[Noun, Suru verb, No-adjective] 1. negation; denial; repudiation; disavowal 2. NOT operation {Computer terminology}
ビデオ	ビデオ	JLPT N3	[Noun] 1. video | Other forms: ヴィデオ、ビディオウ、ヴデオ
一言	ひとこと	JLPT N3	[Noun, Suru verb] 1. single word; a few words; brief comment | Other forms: ひと言 【ひとこと】、一言 【いちげん】、一言 【いちごん】
人ごみ	ひとごみ	JLPT N3	[Noun] 1. crowd of people | Other forms: 人込み 【ひとごみ】、人混み 【ひとごみ】、人込 【ひとごみ】 [Notes] 人込: Irregular okurigana usage.
等しい	ひとしい	JLPT N3	[I-adjective] 1. equal; similar; like; equivalent | Other forms: 均しい 【ひとしい】、斉しい 【ひとしい】
一人	ひとり	JLPT N5	[Noun] 1. one person {esp. 一人} 2. alone; unmarried; solitary {Only applies to ひとり, esp. 独り} | Other forms: 独り 【ひとり】、１人 【ひとり】、一人 【いちにん】、１人 【いちにん】
一人一人	ひとりひとり	JLPT N3	[Temporal noun, Suffix] 1. one by one; each; one at a time | Other forms: １人１人 【ひとりひとり】、一人ひとり 【ひとりひとり】、一人一人 【ひとりびとり】、１人１人 【ひとりびとり】
批判	ひはん	JLPT N3	[Noun, Suru verb] 1. criticism; judgement; judgment; comment
批評	ひひょう	JLPT N3	[Noun, Suru verb, No-adjective] 1. criticism; review; commentary [Notes] ひひょう: ichi1, news1, nf09. 批評: ichi1, news1, nf09.
秘密	ひみつ	JLPT N3	[Noun, Na-adjective, No-adjective] 1. secret; secrecy; confidentiality; privacy 2. secret; mystery 3. esoteric teachings {Buddhist term}
微妙	びみょう	JLPT N3	[Na-adjective, Noun] 1. delicate; subtle; sensitive 2. difficult; delicate (situation); complicated 3. doubtful; questionable; dicey; tricky
紐	ひも	JLPT N3	[Noun] 1. string; cord 2. man who is financially dependent on a woman (such as a gigolo or, in the case of a prostitute, a pimp); pimp
表	ひょう	JLPT N3	[Noun, Noun - used as a suffix] 1. table (e.g. Table 1); chart; list
費用	ひよう	JLPT N3	[Noun] 1. cost; expense
秒	びょう	JLPT N3	[Noun] 1. second (60th min)
評価	ひょうか	JLPT N3	[Noun] 1. valuation; estimation; assessment; evaluation; rating [Suru verb] 2. to value; to assess; to rate; to estimate value 3. to appreciate; to value highly; to acknowledge the value (of something) [Wikipedia definition] 4. Assessment
表現	ひょうげん	JLPT N3	[Noun, Suru verb] 1. expression; presentation 2. representation; notation {Mathematics}
表情	ひょうじょう	JLPT N3	[Noun] 1. facial expression; countenance 2. look; appearance; expression (vocal, etc.)
平等	びょうどう	JLPT N3	[Na-adjective, No-adjective, Noun] 1. equality; impartiality; evenness [Place] 2. Byoudou [Wikipedia definition] 3. Equality
評判	ひょうばん	JLPT N3	[Noun, No-adjective] 1. fame; reputation; popularity 2. rumour (rumor); talk
